ID,Strain,Sex,EXP,Weight Days,Weight Scheme,Max Weight Loss,Max Weight Gain,Average Weight Change
3499,CC074 ,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-11.91709845,6.735751295,-2.417962003
3500,CC074 ,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-5.99078341,15.20737327,5.354399824
3771,CC074 ,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-6.161137441,4.739336493,0.067704807
3772,CC074 ,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-33.00970874,3.883495146,-9.130836801
3549,CC075 ,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,0,19.64285714,7.44047619
3550,CC075 ,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-21.10091743,2.752293578,-4.587155963
3551,CC075 ,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,0,16.50943396,9.27672956
3552,CC075 ,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-24.27184466,5.825242718,-6.680536292
3553,CC075 ,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-9.589041096,15.52511416,2.870189172
3773,CC075 ,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,0,13.79310345,6.677613574
3774,CC075 ,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-28.87323944,3.169014085,-10.68075117
3775,CC075 ,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-23.14049587,4.958677686,-9.3270366
3776,CC075 ,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-24.61538462,3.076923077,-8.534798535
3777,CC075 ,M,X134,"D: 5,7,9,12,14,16,19,21,23,26,28,30,33,35,37,40,42,44,47,49",2,-1.877934272,20.657277,8.853118712
3338,CC083 ,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-3.225806452,19.35483871,7.903225806
3339,CC083 ,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-3.468208092,17.34104046,5.50509221
3340,CC083 ,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-3.614457831,16.26506024,6.961178046
3341,CC083 ,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-12.17948718,21.15384615,7.295482295
3342,CC083 ,F,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-30,7.5,-14.64285714
3343,CC083 ,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-21.62162162,9.009009009,-2.638352638
3344,CC083 ,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-19.07216495,13.91752577,2.626411389
3345,CC083 ,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-18.38565022,3.587443946,-5.146273756
3346,CC083 ,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-9.266409266,9.652509653,1.507630079
3347,CC083 ,M,X126,"D: 5,7,10,12,14,17,19,21,24,26,28,31,33,35,38,40,42,45,47,49",1,-21.37096774,6.85483871,-3.052995392
3840,CC084,F,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,-37.45583039,6.713780919,-22.79993269
3841,CC084,F,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,-45.0617284,5.864197531,-25.47031158
3842,CC084,F,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,-46.9924812,5.639097744,-27.622628
3843,CC084,F,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,-26.71755725,6.870229008,-14.48564158
3844,CC084,F,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,-20.4379562,6.934306569,-6.343413278
3845,CC084,M,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,-35.84337349,7.228915663,-19.56397017
3846,CC084,M,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,-35.25835866,6.686930091,-19.71341728
3847,CC084,M,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,-43.35260116,6.069364162,-25.18579686
3848,CC084,M,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,-36.90851735,5.993690852,-20.82018927
3849,CC084,M,X157,"D: 6,8,11,13,15,18,20,22,25,27,29,32,34,36,39,41,43,46,48,50",3,-34.56090652,1.983002833,-20.01888574
